Created Date,Name,Species,Primary Breed,Sex,Age (Months),Age Group,Primary Color,Days in Custody,Days on Site,Current Weight,Attributes
05/09/2021,Barn Cat Pea,Cat,Domestic Medium Hair,Female,41,Young adult (1-5 years),Brown,15,15,,Barn Cat
05/09/2021,Barn Cat Edamame,Cat,Domestic Shorthair,Female,53,Young adult (1-5 years),Lilac,13,13,,Return-to-Field Candidate
05/09/2021,Apple Jacks,Cat,Domestic Shorthair,Male,17,Young adult (1-5 years),Black,3,3,9 ,
05/09/2021,Chrysanthemums,Cat,Domestic Medium Hair,Female,8,Juvenile (5 months-1 years),Grey,3,3,2.75 lbs,
05/09/2021,Sugar,Cat,Domestic Medium Hair,Female,6,Juvenile (5 months-1 years),Grey,30,30,3.56 lbs,Ringworm +
05/09/2021,Sugar,Cat,Domestic Medium Hair,Female,6,Juvenile (5 months-1 years),Grey,1,1,3.56 lbs,Ringworm +
05/09/2021,Sugar,Cat,Domestic Medium Hair,Female,6,Juvenile (5 months-1 years),Grey,1,1,3.56 lbs,Ringworm +
05/09/2021,DC,Cat,Domestic Medium Hair,Female,6,Juvenile (5 months-1 years),Grey,35,35,5.78 lbs,Ringworm +
05/09/2021,DC,Cat,Domestic Medium Hair,Female,6,Juvenile (5 months-1 years),Grey,1,1,5.78 lbs,Ringworm +
05/09/2021,Zetzu,Cat,Domestic Medium Hair,Male,6,Juvenile (5 months-1 years),Black,35,35,6.7 lbs,Ringworm +
05/09/2021,Zetzu,Cat,Domestic Medium Hair,Male,6,Juvenile (5 months-1 years),Black,1,1,6.7 lbs,Ringworm +
05/09/2021,Zetzu,Cat,Domestic Medium Hair,Male,6,Juvenile (5 months-1 years),Black,1,1,6.7 lbs,Ringworm +
05/09/2021,Zetzu,Cat,Domestic Medium Hair,Male,6,Juvenile (5 months-1 years),Black,1,1,6.7 lbs,Ringworm +
05/09/2021,Zetzu,Cat,Domestic Medium Hair,Male,6,Juvenile (5 months-1 years),Black,1,1,6.7 lbs,Ringworm +
05/09/2021,Hokey Pokey,Cat,Domestic Medium Hair,Female,6,Juvenile (5 months-1 years),Black,27,27,4.7 lbs,Cleared from ringworm
05/09/2021,Hokey Pokey,Cat,Domestic Medium Hair,Female,6,Juvenile (5 months-1 years),Black,1,1,4.7 lbs,Cleared from ringworm
05/09/2021,Hokey Pokey,Cat,Domestic Medium Hair,Female,6,Juvenile (5 months-1 years),Black,23,23,4.7 lbs,Cleared from ringworm
05/09/2021,Hokey Pokey,Cat,Domestic Medium Hair,Female,6,Juvenile (5 months-1 years),Black,1,1,4.7 lbs,Cleared from ringworm
05/09/2021,Cera,Cat,Domestic Shorthair,Female,6,Juvenile (5 months-1 years),Grey,34,7,0.68 lbs,
05/09/2021,Petrie,Cat,Domestic Shorthair,Male,6,Juvenile (5 months-1 years),Grey,34,7,0.6 lbs,
05/09/2021,Manana,Cat,Domestic Longhair,Male,7,Juvenile (5 months-1 years),Brown,28,28,4.53 lbs,Ringworm +
05/09/2021,Manana,Cat,Domestic Longhair,Male,7,Juvenile (5 months-1 years),Brown,1,1,4.53 lbs,Ringworm +
05/09/2021,Manana,Cat,Domestic Longhair,Male,7,Juvenile (5 months-1 years),Brown,1,1,4.53 lbs,Ringworm +
05/09/2021,Chomper,Cat,Domestic Shorthair,Male,6,Juvenile (5 months-1 years),Grey,34,7,0.68 lbs,
05/09/2021,Mini Spooners,Cat,Domestic Medium Hair,Male,6,Juvenile (5 months-1 years),White,43,4,0.88 lbs,
05/09/2021,Tootie Fruities,Cat,Domestic Medium Hair,Male,6,Juvenile (5 months-1 years),Grey,43,3,0.88 lbs,
05/09/2021,Marshmallow Mateys,Cat,Domestic Medium Hair,Female,6,Juvenile (5 months-1 years),Black,43,3,0.7 lbs,
05/09/2021,Colossal Crunch,Cat,Domestic Medium Hair,Male,6,Juvenile (5 months-1 years),Grey,42,2,0.82 lbs,
05/09/2021,Coco Roos,Cat,Domestic Medium Hair,Female,6,Juvenile (5 months-1 years),White,43,3,0.76 lbs,
05/09/2021,Equinox,Dog,Chihuahua,Female,9,Adult Dog (5 months-8 years),Black,4,4,4.25 lbs,"Kids under 6 meet first,Large Breed D2D Required"
05/09/2021,Sony,Cat,Domestic Medium Hair,Male,7,Juvenile (5 months-1 years),Black,33,5,1.1 lbs,
05/09/2021,Nintendo,Cat,Domestic Medium Hair,Female,7,Juvenile (5 months-1 years),Black,33,5,1.24 lbs,
05/09/2021,Microsoft,Cat,Domestic Medium Hair,Male,7,Juvenile (5 months-1 years),Orange,33,5,1.24 lbs,
05/09/2021,Canon,Cat,Domestic Medium Hair,Female,7,Juvenile (5 months-1 years),Brown,26,10,1.7 lbs,
05/09/2021,Nikon,Cat,Domestic Medium Hair,Male,7,Juvenile (5 months-1 years),Cream,25,9,1.48 lbs,
05/10/2021,Sisu,Cat,Domestic Shorthair,Female,29,Young adult (1-5 years),Brown,76,41,8 lbs,
05/10/2021,Raya,Cat,Domestic Shorthair,Female,7,Juvenile (5 months-1 years),Orange,40,5,0.94 lbs,
05/10/2021,Tuk Tuk,Cat,Domestic Shorthair,Male,6,Juvenile (5 months-1 years),Orange,38,3,0.94 lbs,
05/10/2021,Namaari,Cat,Domestic Shorthair,Female,7,Juvenile (5 months-1 years),Black,38,3,0.88 lbs,
05/10/2021,Boun,Cat,Domestic Shorthair,Male,7,Juvenile (5 months-1 years),Black,43,8,0.92 lbs,
05/10/2021,Coffee,Cat,Domestic Longhair,Female,29,Young adult (1-5 years),Brown,57,12,7.91 lbs,
05/10/2021,Tim Horton,Cat,Domestic Medium Hair,Male,6,Juvenile (5 months-1 years),Orange,48,3,2.16 lbs,
05/10/2021,Starbucks,Cat,Domestic Medium Hair,Female,6,Juvenile (5 months-1 years),Brown,48,3,1.98 lbs,
05/10/2021,The Human Bean,Cat,Domestic Medium Hair,Female,6,Juvenile (5 months-1 years),Brown,49,4,1.94 lbs,
05/10/2021,Dunkin,Cat,Domestic Medium Hair,Female,6,Juvenile (5 months-1 years),Black,50,5,1.64 lbs,
05/10/2021,Dutch Bros,Cat,Domestic Medium Hair,Male,6,Juvenile (5 months-1 years),Brown,48,4,1.71 lbs,
05/10/2021,Tollow,Cat,Domestic Shorthair,Female,6,Juvenile (5 months-1 years),Grey,75,6,2.6 lbs,
05/10/2021,Gardiner,Cat,Domestic Shorthair,Male,6,Juvenile (5 months-1 years),Brown,76,7,4.0 lbs,
05/10/2021,Oak,Cat,Domestic Shorthair,Female,6,Juvenile (5 months-1 years),Brown,75,6,2.8 lbs,
05/10/2021,Isla de Coco,Cat,Domestic Shorthair,Male,6,Juvenile (5 months-1 years),Grey,75,6,3.9 lbs,
05/10/2021,Petite,Cat,Domestic Medium Hair,Female,6,Juvenile (5 months-1 years),Black,45,3,0.78 lbs,
05/10/2021,Boxing,Cat,Domestic Shorthair,Male,6,Juvenile (5 months-1 years),Orange,79,15,4.6 lbs,Cleared from ringworm
05/10/2021,Boxing,Cat,Domestic Shorthair,Male,6,Juvenile (5 months-1 years),Orange,1,1,4.6 lbs,Cleared from ringworm
05/10/2021,Boxing,Cat,Domestic Shorthair,Male,6,Juvenile (5 months-1 years),Orange,1,1,4.6 lbs,Cleared from ringworm
05/10/2021,Martial Arts,Cat,Domestic Shorthair,Female,6,Juvenile (5 months-1 years),Orange,83,18,3.4 lbs,Ringworm +
05/10/2021,Judo,Cat,Domestic Shorthair,Female,6,Juvenile (5 months-1 years),Calico,91,26,3.9 lbs,Ringworm +
05/10/2021,Muay Thai,Cat,Domestic Shorthair,Female,6,Juvenile (5 months-1 years),Calico,91,26,3.8 lbs,Ringworm +
05/12/2021,Lele,Dog,Retriever,Female,21,Adult Dog (5 months-8 years),Tan,24,24,61.8 lbs,"D2D Required,Kids under 10 meet first,No kids under 6"
05/12/2021,Sancho,Dog,Retriever,Male,21,Adult Dog (5 months-8 years),Tan,24,24,74.7 lbs,"D2D Required,Kids under 6 meet first,No Cats"
05/10/2021,Sugar Rush,Dog,"Collie, Border",Female,10,Adult Dog (5 months-8 years),Brindle,8,8,43 lbs,"D2D Required,Kids under 10 meet first,No kids under 6"
05/10/2021,Speed Racer,Dog,"Terrier, Border",Male,15,Adult Dog (5 months-8 years),Tan,4,4,22 lbs,"D2D Required,Goodie Bag at Front Desk,Kids under 10 meet first,No kids under 6"
05/10/2021,Speed Racer,Dog,"Terrier, Border",Male,15,Adult Dog (5 months-8 years),Tan,2,2,22 lbs,"D2D Required,Goodie Bag at Front Desk,Kids under 10 meet first,No kids under 6"
05/10/2021,Speed Racer,Dog,"Terrier, Border",Male,15,Adult Dog (5 months-8 years),Tan,2,2,22 lbs,"D2D Required,Goodie Bag at Front Desk,Kids under 10 meet first,No kids under 6"
05/10/2021,Panna Cotta,Cat,Domestic Shorthair,Male,6,Juvenile (5 months-1 years),Cream,1,1,0.56 lbs,
05/20/2021,Luna,Dog,Husky,Female,41,Adult Dog (5 months-8 years),Tan,23,23,80.6 lbs,"D2D Required,Kids under 10 meet first,No Cats,No kids under 6"
05/20/2021,Lobo,Dog,Husky,Male,41,Adult Dog (5 months-8 years),Tan,24,24,120.1 lbs,
05/20/2021,Lobo,Dog,Husky,Male,41,Adult Dog (5 months-8 years),Tan,7,7,120.1 lbs,
05/20/2021,Lobo,Dog,Husky,Male,41,Adult Dog (5 months-8 years),Tan,1,0,120.1 lbs,
05/21/2021,Rocky,Dog,Husky,Male,17,Adult Dog (5 months-8 years),Tan,74,34,83 lbs,"Adult-Only Home Preferred,D2D Required,Kids under 15 meet first,No Cats,No kids under 12,PUPS Graduate"
05/21/2021,Rocky,Dog,Husky,Male,17,Adult Dog (5 months-8 years),Tan,18,18,83 lbs,"Adult-Only Home Preferred,D2D Required,Kids under 15 meet first,No Cats,No kids under 12,PUPS Graduate"
05/21/2021,Rocky,Dog,Husky,Male,17,Adult Dog (5 months-8 years),Tan,5,5,83 lbs,"Adult-Only Home Preferred,D2D Required,Kids under 15 meet first,No Cats,No kids under 12,PUPS Graduate"
05/10/2021,Jasmine,Cat,Domestic Shorthair,Female,6,Juvenile (5 months-1 years),Black,53,16,4.63 lbs,Cleared from ringworm
05/10/2021,Jasmine,Cat,Domestic Shorthair,Female,6,Juvenile (5 months-1 years),Black,1,1,4.63 lbs,Cleared from ringworm
05/10/2021,Jasmine,Cat,Domestic Shorthair,Female,6,Juvenile (5 months-1 years),Black,1,1,4.63 lbs,Cleared from ringworm
05/10/2021,Jasmine,Cat,Domestic Shorthair,Female,6,Juvenile (5 months-1 years),Black,1,1,4.63 lbs,Cleared from ringworm
05/10/2021,Louise,Cat,Domestic Shorthair,Female,6,Unweaned (0-6 weeks),Black,16,1,0.62 lbs,
05/10/2021,Lego,Cat,Domestic Medium Hair,Female,6,Juvenile (5 months-1 years),Grey,54,2,0.56 lbs,
05/12/2021,Love,Dog,Retriever,Female,16,Adult Dog (5 months-8 years),White,10,10,43.4 lbs,"D2D Required,Has lived with cats,Kids under 10 meet first"
05/14/2021,Emma,Dog,"Pointer, German Shorthaired",Female,29,Adult Dog (5 months-8 years),Brown,11,11,50.7 lbs,"D2D Required,Has lived with cats,Kids under 10 meet first,No Farm Animals,No kids under 6,No Small Animals"
05/14/2021,Olivia,Dog,"Pointer, German Shorthaired",Female,23,Adult Dog (5 months-8 years),Black,11,11,47 lbs,"D2D Required,Has lived with cats,Kids under 10 meet first,No Farm Animals,No kids under 6,No Small Animals"
05/17/2021,Special,Cat,Domestic Shorthair,Female,95,Adult Cat (5-10 years),Grey,7,7,19.2 lbs,
05/17/2021,Little Girl,Cat,Domestic Shorthair,Female,137,Senior (10+years),Brown,12,3,10.5 lbs,
05/10/2021,Spud,Dog,Retriever,Male,13,Adult Dog (5 months-8 years),Blond,6,6,73 lbs,"D2D Required,Kids under 6 meet first"
05/10/2021,Jiminy Cricket,Dog,"Husky, Siberian",Male,23,Adult Dog (5 months-8 years),Blond,6,6,46.5 lbs,"D2D Required,Hiking Buddies Approved,Kids under 15 meet first,No Cats,No kids under 10"
05/10/2021,Jiminy Cricket,Dog,"Husky, Siberian",Male,23,Adult Dog (5 months-8 years),Blond,9,9,46.5 lbs,"D2D Required,Hiking Buddies Approved,Kids under 15 meet first,No Cats,No kids under 10"
05/10/2021,Jiminy Cricket,Dog,"Husky, Siberian",Male,23,Adult Dog (5 months-8 years),Blond,2,2,46.5 lbs,"D2D Required,Hiking Buddies Approved,Kids under 15 meet first,No Cats,No kids under 10"
05/10/2021,Randall,Dog,Retriever,Male,17,Adult Dog (5 months-8 years),Black,7,7,72 lbs,"D2D Required,Kids under 10 meet first,No kids under 6"
05/10/2021,Mona,Dog,"Shepherd, German",Female,101,Senior (8+years),Tan,25,25,83 lbs,"D2D Required,Kids under 10 meet first,No kids under 6"
05/11/2021,Samantha,Cat,Domestic Shorthair,Female,65,Adult Cat (5-10 years),Brown,3,3,10.76 lbs,Only Cat Home
05/11/2021,Samantha,Cat,Domestic Shorthair,Female,65,Adult Cat (5-10 years),Brown,25,25,10.76 lbs,Only Cat Home
05/11/2021,Leland,Cat,Domestic Shorthair,Male,41,Young adult (1-5 years),Brown,5,5,10 lbs,
05/11/2021,Landon,Cat,Domestic Shorthair,Male,13,Young adult (1-5 years),White,3,3,7 lbs,Only Cat Home
05/11/2021,Wallace,Cat,Domestic Longhair,Male,8,Juvenile (5 months-1 years),Black,2,2,3.7 lbs,
05/11/2021,Dollop,Cat,Domestic Shorthair,Female,65,Adult Cat (5-10 years),Brown,7,7,8.25 lbs,
05/11/2021,Abby,Dog,Maltese,Female,125,Senior (8+years),Wheaten,4,4,13.23 lbs,"D2D Required,Kids under 6 meet first"
05/11/2021,Genesis,Dog,"Cattle Dog, Australian (Red Heeler)",Female,13,Adult Dog (5 months-8 years),Red/Mahogany,5,5,41 lbs,"D2D Required,Kids under 6 meet first"
05/11/2021,Maya,Dog,"Husky, Siberian",Female,29,Adult Dog (5 months-8 years),White,4,4,44.8 lbs,"D2D Required,Kids under 10 meet first,No Cats,No kids under 6"
05/11/2021,Zuma,Dog,Cattle Dog,Female,6,Adult Dog (5 months-8 years),Cream,60,3,14.18 lbs,"Large Breed D2D Required,Social Puppy"
05/11/2021,Skye,Dog,Cattle Dog,Female,6,Adult Dog (5 months-8 years),Black,60,2,12.61 lbs,
05/11/2021,Ella,Dog,Cattle Dog,Female,6,Adult Dog (5 months-8 years),Black,60,2,12.18 lbs,
05/11/2021,Marshall,Dog,Cattle Dog,Male,6,Adult Dog (5 months-8 years),Brown,60,2,15.04 lbs,
05/11/2021,Everest,Dog,Cattle Dog,Female,6,Adult Dog (5 months-8 years),Grey,60,3,14.16 lbs,
05/11/2021,Rocky,Dog,Cattle Dog,Male,6,Adult Dog (5 months-8 years),Black,50,2,2.3 lbs,Social Puppy
05/11/2021,Rubble,Dog,Cattle Dog,Male,6,Adult Dog (5 months-8 years),Tan,61,3,15.44 lbs,"Large Breed D2D Required,Social Puppy"
05/11/2021,Tracker,Dog,Cattle Dog,Male,6,Adult Dog (5 months-8 years),Black,50,2,2.42 lbs,Social Puppy
05/11/2021,Tuck,Dog,Cattle Dog,Male,6,Adult Dog (5 months-8 years),Grey,50,2,2.6 lbs,Social Puppy
05/11/2021,Dumpling,Dog,"Retriever, Labrador",Female,8,Adult Dog (5 months-8 years),Blond,15,15,19 lbs,
05/11/2021,Porcupine,Cat,Domestic Medium Hair,Female,7,Juvenile (5 months-1 years),Black,31,17,1.81 lbs,Hisses to Kisses Graduate
05/11/2021,Hedgehog,Cat,Domestic Medium Hair,Male,7,Juvenile (5 months-1 years),Brown,23,9,2.12 lbs,
05/11/2021,Enchidna,Cat,Domestic Medium Hair,Female,6,Juvenile (5 months-1 years),Brown,25,2,1.3 lbs,
05/11/2021,Urchin,Cat,Domestic Medium Hair,Female,7,Juvenile (5 months-1 years),Grey,24,11,2 lbs,
05/12/2021,Enrique,Cat,Domestic Shorthair,Male,7,Juvenile (5 months-1 years),Orange,60,5,1.26 lbs,
05/12/2021,Jose,Cat,Domestic Shorthair,Male,7,Juvenile (5 months-1 years),Orange,62,7,5.1 lbs,
05/12/2021,Marta,Cat,Domestic Shorthair,Female,7,Juvenile (5 months-1 years),Black,58,3,0.98 lbs,
05/10/2021,Cedar,Cat,Domestic Shorthair,Male,6,Juvenile (5 months-1 years),Cream,93,4,1.4 lbs,
05/12/2021,Yard Stick,Cat,Domestic Medium Hair,Male,6,Juvenile (5 months-1 years),Black,16,3,1.13 lbs,
05/12/2021,Bella,Dog,"Terrier, American Pit Bull",Female,17,Adult Dog (5 months-8 years),Tan,14,14,60 lbs,"D2D Required,Kids under 6 meet first"
05/12/2021,Brennan,Dog,"Terrier, American Staffordshire",Male,53,Adult Dog (5 months-8 years),White,4,4,63.1 lbs,"D2D Required,Kids under 10 meet first,No Cats,No kids under 6"
05/12/2021,Brennan,Dog,"Terrier, American Staffordshire",Male,53,Adult Dog (5 months-8 years),White,7,7,63.1 lbs,"D2D Required,Kids under 10 meet first,No Cats,No kids under 6"
05/19/2021,Oso,Dog,"Terrier, Parson Jack Russell",Male,35,Adult Dog (5 months-8 years),Black,4,4,,"D2D Required,Kids under 6 meet first"
05/19/2021,Ozzy,Dog,"Terrier, Yorkshire, Yorkie",Male,65,Adult Dog (5 months-8 years),Black,29,5,8.2 lbs,"D2D Required,Goodie Bag at Front Desk,Kids under 12 meet first,No kids under 10,Unavailable - waiting for dental"
05/12/2021,Melee,Cat,Domestic Medium Hair,Female,6,Juvenile (5 months-1 years),Black,45,3,1.76 lbs,
05/12/2021,Kerfuffle,Cat,Domestic Medium Hair,Male,6,Juvenile (5 months-1 years),Brown,35,3,1.8 lbs,
05/12/2021,Skirmish,Cat,Domestic Shorthair,Male,7,Juvenile (5 months-1 years),Black,31,12,1.56 lbs,
05/12/2021,Ruckus,Cat,Domestic Medium Hair,Female,7,Juvenile (5 months-1 years),Brown,23,3,0.98 lbs,
05/12/2021,Scuffle,Cat,Domestic Medium Hair,Male,7,Juvenile (5 months-1 years),Brown,24,8,1.71 lbs,Hisses to Kisses Graduate
05/12/2021,Toulouse,Cat,Domestic Shorthair,Male,6,Juvenile (5 months-1 years),Orange,83,28,4.53 lbs,Ringworm +
05/12/2021,Toulouse,Cat,Domestic Shorthair,Male,6,Juvenile (5 months-1 years),Orange,1,1,4.53 lbs,Ringworm +
05/12/2021,Vogue,Cat,Domestic Shorthair,Female,5,Unweaned (0-6 weeks),Brown,1,1,0.18 lbs,
05/13/2021,Yakko,Cat,Domestic Shorthair,Male,6,Juvenile (5 months-1 years),Orange,51,16,2.48 lbs,
05/13/2021,Wakko,Cat,Domestic Shorthair,Male,6,Juvenile (5 months-1 years),Black,52,17,2.48 lbs,
05/13/2021,Dot,Cat,Domestic Shorthair,Female,6,Juvenile (5 months-1 years),Black,43,8,1.58 lbs,
05/13/2021,Caelan,"Rabbit, Domestic",American,Female,29,Adult (1+ years),Grey,27,17,8.94 lbs,
05/13/2021,Mello Yello,Cat,Domestic Shorthair,Female,23,Young adult (1-5 years),Brown,30,4,,"Doesn't like to be picked up,Has Lived With Cats,Has Lived with Dogs"
05/13/2021,Sun Drop,Cat,Domestic Shorthair,Female,7,Juvenile (5 months-1 years),Brown,37,2,0.76 lbs,
05/13/2021,RC Cola,Cat,Domestic Shorthair,Male,7,Juvenile (5 months-1 years),Brown,39,4,0.76 lbs,
05/13/2021,Fresca,Cat,Domestic Shorthair,Female,7,Juvenile (5 months-1 years),Brown,40,5,0.72 lbs,
05/13/2021,Tab,Cat,Domestic Shorthair,Female,7,Juvenile (5 months-1 years),Brown,40,5,0.74 lbs,
05/13/2021,Ambasa,Cat,Domestic Shorthair,Female,7,Juvenile (5 months-1 years),Brown,37,2,0.76 lbs,
05/13/2021,Barn Cat Campbell,Cat,Domestic Shorthair,Female,65,Adult Cat (5-10 years),Orange,9,9,,Return-to-Field Candidate
05/13/2021,Cameron,Cat,Domestic Medium Hair,Male,7,Juvenile (5 months-1 years),Black,3,3,2.06 lbs,
05/13/2021,Chang,Cat,Domestic Longhair,Male,7,Juvenile (5 months-1 years),Grey,4,4,2.34 lbs,
05/13/2021,Chimwala,Cat,Domestic Medium Hair,Female,29,Young adult (1-5 years),Grey,4,4,7.34 lbs,
05/13/2021,Chimwala,Cat,Domestic Medium Hair,Female,29,Young adult (1-5 years),Grey,3,3,7.34 lbs,
05/13/2021,Ciel,Cat,Domestic Medium Hair,Male,8,Juvenile (5 months-1 years),Grey,3,3,2.14 lbs,
05/13/2021,Barn Cat Cyan,Cat,Domestic Medium Hair,Male,17,Young adult (1-5 years),Grey,9,9,,Return-to-Field Candidate
05/13/2021,Barn Cat Cruz,Cat,Domestic Medium Hair,Male,23,Young adult (1-5 years),Black,9,9,,Return-to-Field Candidate
05/13/2021,Cree,Cat,Domestic Shorthair,Female,7,Juvenile (5 months-1 years),Cream,24,4,1.42 lbs,
05/13/2021,Pizzazz,Cat,Domestic Shorthair,Female,6,Juvenile (5 months-1 years),Grey,61,2,0.66 lbs,
05/13/2021,George,Cat,Domestic Shorthair,Male,6,Juvenile (5 months-1 years),Grey,62,2,0.68 lbs,
05/13/2021,Fred,Cat,Domestic Shorthair,Female,6,Juvenile (5 months-1 years),Grey,63,3,0.72 lbs,
05/13/2021,Ambrosia,Cat,Domestic Shorthair,Female,6,Juvenile (5 months-1 years),Brown,62,2,0.74 lbs,
05/13/2021,Mabel,Cat,Domestic Medium Hair,Female,6,Unweaned (0-6 weeks),Cream,1,1,0.66 lbs,
05/13/2021,Dipper,Cat,Domestic Medium Hair,Male,6,Unweaned (0-6 weeks),Cream,1,1,0.76 lbs,
05/21/2021,Ozzy,Dog,"Shepherd, German",Male,53,Adult Dog (5 months-8 years),Black,32,32,90 lbs,"Bite History,No Farm Animals,No Small Animals"
05/13/2021,Misty,Dog,"Setter, English",Female,101,Senior (8+years),White,4,4,46 lbs,"D2D Required,Kids under 6 meet first"
05/13/2021,Misty,Dog,"Setter, English",Female,101,Senior (8+years),White,1,1,46 lbs,"D2D Required,Kids under 6 meet first"
05/13/2021,Caius,Dog,"Terrier, Wirehaired",Male,53,Adult Dog (5 months-8 years),Tan,5,5,16.58 lbs,"D2D Required,Kids under 12 meet first,No kids under 6"
05/13/2021,Luke Skywhisker,Cat,Domestic Shorthair,Male,7,Juvenile (5 months-1 years),Brown,30,2,1.7 lbs,
05/14/2021,Hadar,Cat,Domestic Medium Hair,Male,41,Young adult (1-5 years),Orange,2,2,8.3 lbs,
05/14/2021,Hakan,Cat,Domestic Medium Hair,Male,65,Adult Cat (5-10 years),Brown,2,2,8.7 lbs,
05/14/2021,Haben,Cat,Domestic Longhair,Male,53,Young adult (1-5 years),Grey,26,26,10.3 lbs,
05/14/2021,Bentley,Dog,Pug,Female,113,Senior (8+years),Black,7,7,7.3 lbs,"D2D Required,Kids under 6 meet first"
05/14/2021,Pia,Dog,Cattle Dog,Female,113,Senior (8+years),White,55,9,31.6 lbs,"D2D Required,Kids under 10 meet first,No kids under 6,Unavailable - waiting for dental"
05/14/2021,Hermes,Dog,Husky,Male,53,Adult Dog (5 months-8 years),Black,8,8,64.2 lbs,"D2D Required,Kids under 10 meet first,No Cats,No kids under 6"
05/14/2021,Hallan,Cat,Domestic Shorthair,Male,6,Juvenile (5 months-1 years),Grey,113,5,5 lbs,
05/14/2021,Duke,Dog,"Terrier, American Staffordshire",Male,101,Senior (8+years),Brown,26,26,57.8 lbs,"Hiking Buddies Approved,D2D Required,Kids under 12 meet first,No Cats,No kids under 10"
05/14/2021,Buckwheat,Cat,Domestic Shorthair,Male,7,Juvenile (5 months-1 years),Black,40,6,2.14 lbs,
05/14/2021,Stymie,Cat,Domestic Shorthair,Female,6,Unweaned (0-6 weeks),Grey,15,1,0.64 lbs,
05/14/2021,Waldo,Cat,Domestic Shorthair,Male,7,Juvenile (5 months-1 years),Brown,39,5,1.98 lbs,
05/14/2021,Darla,Cat,Domestic Shorthair,Female,6,Juvenile (5 months-1 years),Grey,54,7,2.32 lbs,
05/14/2021,Alfalfa,Cat,Domestic Shorthair,Female,6,Juvenile (5 months-1 years),Cream,54,7,2.84 lbs,
05/14/2021,Janet,Cat,Domestic Shorthair,Female,6,Juvenile (5 months-1 years),Black,51,13,0.96 lbs,
05/14/2021,Jack,Cat,Domestic Shorthair,Male,6,Juvenile (5 months-1 years),Black,50,12,1.2 lbs,
05/14/2021,Chrissy,Cat,Domestic Shorthair,Female,6,Juvenile (5 months-1 years),Black,53,15,1.1 lbs,
05/14/2021,Will,Cat,Domestic Medium Hair,Male,6,Unweaned (0-6 weeks),Grey,14,2,0.5 lbs,
05/14/2021,Jayden,Cat,Domestic Medium Hair,Male,6,Juvenile (5 months-1 years),Grey,52,12,0.7 lbs,
05/14/2021,Daisy,Cat,Domestic Medium Hair,Female,6,Juvenile (5 months-1 years),Grey,52,12,0.7 lbs,
05/14/2021,Jada,Cat,Domestic Medium Hair,Female,6,Juvenile (5 months-1 years),Grey,52,12,0.6 lbs,
05/14/2021,Lulu,Dog,"Terrier, Pit Bull",Female,89,Adult Dog (5 months-8 years),Tan,10,10,48.2 lbs,"D2D Required,Dental Disease - Moderate,Kids under 10 meet first,No Cats,No kids under 6"
05/14/2021,Alfred,Cat,Domestic Shorthair,Male,6,Unweaned (0-6 weeks),Grey,2,1,0.31 lbs,
05/14/2021,Ernie,Cat,Domestic Shorthair,Male,6,Unweaned (0-6 weeks),Grey,13,1,0.34 lbs,
05/14/2021,Gretta,Cat,Domestic Shorthair,Female,6,Unweaned (0-6 weeks),Grey,13,1,0.46 lbs,
05/14/2021,Margaret,Cat,Domestic Shorthair,Female,6,Unweaned (0-6 weeks),Grey,7,1,0.4 lbs,
05/14/2021,Arther,Cat,Domestic Shorthair,Male,6,Unweaned (0-6 weeks),Grey,7,1,0.36 lbs,
05/14/2021,Fredrick,Cat,Domestic Shorthair,Male,6,Unweaned (0-6 weeks),Grey,2,1,0.36 lbs,
05/14/2021,Bingo,Cat,Domestic Shorthair,Male,6,Juvenile (5 months-1 years),Black,170,2,5.14 lbs,
05/14/2021,Croquet,Cat,Domestic Shorthair,Male,6,Juvenile (5 months-1 years),Black,63,2,0.8 lbs,
05/14/2021,Badminton,Cat,Domestic Shorthair,Female,6,Juvenile (5 months-1 years),Black,63,2,0.52 lbs,
05/14/2021,golf,Cat,Domestic Shorthair,Male,6,Unweaned (0-6 weeks),Black,10,1,0.32 lbs,
05/14/2021,Alicante,Cat,Domestic Shorthair,Female,6,Juvenile (5 months-1 years),White,49,9,2.34 lbs,
05/14/2021,Beefsteak,Cat,Domestic Shorthair,Female,6,Juvenile (5 months-1 years),White,47,8,2.52 lbs,
05/14/2021,Campari,Cat,Domestic Shorthair,Male,6,Juvenile (5 months-1 years),White,45,6,2.78 lbs,
05/14/2021,Winter Melon,Cat,Domestic Shorthair,Male,6,Unweaned (0-6 weeks),Brown,7,1,0.24 lbs,
05/14/2021,Galia,Cat,Domestic Shorthair,Male,6,Juvenile (5 months-1 years),Orange,68,3,2.3 lbs,
05/14/2021,Cantaloupe,Cat,Domestic Shorthair,Male,5,Unweaned (0-6 weeks),Cream,14,1,0.34 lbs,
05/14/2021,Canary,Cat,Domestic Shorthair,Female,5,Unweaned (0-6 weeks),Cream,18,1,0.4 lbs,
05/14/2021,Delicata,Cat,Domestic Shorthair,Male,6,Juvenile (5 months-1 years),Orange,71,2,0.48 lbs,
05/14/2021,Carnival,Cat,Domestic Shorthair,Female,6,Juvenile (5 months-1 years),White,70,2,0.52 lbs,
05/14/2021,Kabocha,Cat,Domestic Shorthair,Female,6,Unweaned (0-6 weeks),Black,23,1,0.3 lbs,
05/14/2021,Caramia,Cat,Domestic Shorthair,Female,41,Young adult (1-5 years),Black,6,6,7.6 lbs,
